"","hhidpn","wave","tot_finw","income","age","female","hi_school","college","married","if_child","empl","selfempl","socladder"
"5005",30829011,14,1.0306802,39578.1276965838,81.999998,1,0,0,0,1,0,0,5
"16631",78840010,11,1.1272551,121148.342149366,71.999998,1,0,1,0,1,1,0,7
"3272",20700011,14,1.0306802,91400.7459476888,76.999998,1,1,0,0,1,0,0,9
"41335",532115020,11,33817.652,79358.7877530371,55.999999,0,1,0,0,1,1,0,7
"27981",210555020,14,148417.94,518226.085945908,88.999996,0,0,1,1,1,0,0,9
"27874",210414010,13,53917.16,129504.761904397,85,0,0,1,0,1,0,0,8
"23734",173599010,12,101672,170198.981461704,66.999998,0,0,1,0,0,0,1,7
"23344",158859010,15,160000,98162.0760565834,75.999999,1,0,1,0,1,0,0,4
"14673",71402020,8,711216.75,101701.425671626,65.999999,1,0,0,1,1,0,0,7
"34897",501736010,15,1,69120.0073761366,68.000002,1,1,0,0,1,1,0,6
"4124",22860010,12,13118.968,122531.169305225,83.000002,0,0,0,0,1,0,0,7
"43572",906380010,11,1.1272551,101002.021753888,73.000002,0,1,0,1,1,1,0,5
"21993",143535010,9,240.4156,25762.9451717078,60.999999,1,1,0,1,1,0,0,5
"10237",47592030,12,706237.75,2308904.36361957,66.999998,1,1,0,1,1,0,1,8
"35336",501903011,14,9276.1211,235159.905662375,60,1,0,1,0,1,0,0,6
"30071",213130020,15,12970,21863.9977846048,90,1,1,0,0,0,0,0,7
"44378",911659010,13,754.84027,41408.3958423868,68.000002,0,1,0,1,1,0,0,5
"18737",86307020,11,1.1272551,82668.4025866449,73.000002,1,1,0,1,1,0,0,4
"37774",521142011,13,1.0783433,87561.4783676465,54.000001,0,1,0,1,1,0,0,8
"33894",501358010,10,382182.28,322410.044615726,59.000001,0,1,0,1,1,1,0,8
"25646",202344010,8,25675.695,66340.8414956132,98.000002,0,1,0,0,1,0,0,8
"37917",521581010,14,1.0306802,72477.4314704599,60.999999,1,1,0,0,1,0,0,6
"9813",46187010,11,1687500.9,651445.217644393,79.000001,0,0,1,0,0,1,0,7
"20505",122549010,10,42135.004,235604.596462721,74.000001,0,0,1,1,1,0,0,8
"24887",190571010,9,4808.312,112995.3867945,60.999999,0,1,0,1,1,1,0,7
"29440",212477020,13,1.0783433,10352.0989211623,86.000004,0,0,0,1,1,0,0,6
"34146",501463020,12,4963343,308732.994289044,60,1,1,0,1,1,1,0,7
"7845",40153020,15,727000,151568.067349702,83.000002,1,0,1,1,1,0,0,8
"5078",31300040,12,1.0932473,58799.2278904405,69.000001,1,0,0,1,1,0,0,5
"21321",137464010,8,134797.39,172874.444245793,59.000001,0,0,1,0,1,1,0,8
"25515",201928020,8,834460.06,93459.539571948,75.999999,1,1,0,1,1,0,1,5
"18114",84317030,8,127351.45,257594.450853417,50,1,1,0,1,1,1,0,4
"42629",900554020,13,10783.433,133714.603389495,61.999998,1,1,0,1,1,1,0,4
"18346",84947040,10,38277.574,176838.905915418,64.000001,1,1,0,1,1,0,0,4
"45359",918270010,10,1.1869016,130559.19750533,61.999998,0,1,0,0,1,1,0,5
"35866",502117010,12,21864.947,193581.39151429,65.999999,0,1,0,1,1,1,0,6
"15994",77000010,11,5636.2754,179098.242233604,70,1,0,1,0,1,0,1,9
"30352",213421010,10,593.45074,23700.0550701806,85,0,0,0,0,1,0,0,5
"29070",212003010,9,87150.656,314661.320616201,80,1,0,0,1,1,0,0,4
"9358",45027010,8,78310.867,263586.714484441,70.999999,0,1,0,1,1,0,0,6
"33739",501284020,12,1.0932473,378765.726379694,60.999999,1,1,0,1,1,0,0,6
"4392",23716011,12,1.0932473,60321.0131410074,55.999999,1,1,0,1,1,0,0,6
"43406",905398020,11,1.1272551,102287.082521094,70.999999,1,1,0,1,1,0,0,3
"2694",18865010,12,19678.451,28546.884733232,76.999998,1,0,0,0,1,0,0,2
"34338",501538020,12,1.0932473,78363.9487097906,65.999999,0,1,0,1,1,1,0,4
"30368",213449010,9,7212.4678,42611.2662136696,78.000002,1,0,0,1,1,0,0,8
"37990",521816010,15,256773.42,213278.129153133,64.000001,1,1,0,0,1,0,0,8
"35518",501969010,11,52980.988,47299.6148163951,56.999998,1,1,0,1,1,1,0,7
"17090",80911010,8,11425.684,57647.0473145986,74.000001,0,1,0,1,1,0,0,6
"37823",521298020,11,439629.47,586893.968231561,56.999998,0,0,1,1,1,1,0,6
"26248",204201020,11,259.26868,33790.5855155254,91.999998,1,1,0,0,1,0,0,5
"28005",210606010,9,1.202078,50371.8865470481,79.000001,0,0,1,0,1,0,0,7
"9496",45356020,14,516576.88,70886.05191864,83.999996,1,1,0,0,1,0,0,8
"7763",39956010,8,64189.234,299121.863179409,68.000002,1,1,0,1,1,0,0,5
"36933",502568020,9,12020.78,171714.400503814,59.000001,0,1,0,1,1,1,0,8
"9146",44391010,12,109.32473,28389.4460065987,73.000002,1,1,0,0,1,0,0,3
"7943",40416010,10,1.1869016,32815.457143578,75.999999,1,1,0,0,1,0,0,4
"20703",124773010,10,356.07047,172338.144678616,63.000002,1,1,0,1,1,1,0,7
"30519",500049020,8,134797.39,985686.917405502,56.999998,0,0,1,1,1,1,0,7
"4374",23678030,8,401824.63,64112.1961639275,63.000002,0,0,1,1,1,0,0,8
"17476",82315020,12,295176.78,166392.262956293,75.999999,1,1,0,1,1,0,1,7
"23961",176524010,9,1202.078,98878.1122164514,65,0,1,0,1,1,0,0,6
"27984",210575010,9,1010947.6,761636.958246384,83.000002,0,0,1,1,1,0,0,8
"31219",500322010,12,1.0932473,256440.959556169,51.999998,1,0,1,0,1,1,0,5
"512",12273010,9,111793.26,154760.284114685,75.999999,1,1,0,1,1,0,0,7
"14926",72954021,13,26958.58,138778.490297581,75.999999,0,1,0,1,1,0,0,6
"7134",38298010,8,71891.945,81361.1384006374,70,0,0,0,1,1,0,0,7
"14658",71259020,10,227885.09,235509.796338039,79.000001,1,1,0,1,1,0,0,8
"42574",900269010,10,1.1869016,196617.291360605,60,0,1,0,1,1,1,0,6
"39433",525689010,11,1.1272551,91713.5104151397,56.999998,0,1,0,0,1,0,0,8
"3769",22047020,10,545974.69,163113.111216816,74.000001,1,1,0,1,1,0,0,8
"36201",502263010,10,1.1869016,248293.811975627,58.000002,1,1,0,1,1,0,0,4
"34699",501664020,13,504664.63,145518.106535124,64.000001,0,0,1,1,1,1,0,8
"23584",171474010,8,1027.0278,1,60.999999,1,0,0,0,1,0,0,10
"17615",82796010,11,563627.56,182615.312213789,73.000002,0,1,0,1,1,0,0,7
"40919",529789010,10,1.1869016,1,51.999998,0,1,0,0,1,0,0,6
"43123",903930020,11,22545.102,226605.305796476,53.000002,1,1,0,1,1,1,0,9
"21863",142198010,8,1.2837847,86783.8450153003,64.000001,0,0,0,1,1,1,0,2
"18801",86545020,9,51088.316,83097.211012484,70,0,1,0,1,1,0,0,5
"571",12401040,11,5636.2754,47344.6996089897,86.999998,1,0,1,0,1,0,0,7
"22035",144246020,11,1.1272551,184824.671552277,65,0,0,1,1,1,0,1,8
"849",13552020,10,100886.63,120494.216242804,74.000001,1,1,0,1,1,0,0,8
"35048",501790020,11,1.1272551,84769.5380341956,59.000001,1,1,0,1,1,1,0,6
"26506",204934020,9,91357.93,69730.1184576685,90,1,1,0,0,1,0,0,7
"36598",502433020,8,1.2837847,202837.894887433,53.000002,0,1,0,1,1,1,0,8
"2001",16700020,12,49196.129,50481.7739195283,80,0,1,0,0,1,0,1,7
"35342",501903021,14,309204.03,92165.501686278,70.999999,0,0,1,1,1,0,0,7
"24478",183748020,14,144295.22,186083.043988219,70.999999,1,1,0,1,1,0,0,7
"10051",47140010,15,3459473.8,80040.0368786797,79.000001,0,1,0,0,1,0,0,8
"39888",526896010,12,1.0932473,1652.99035476712,54.000001,1,0,0,1,1,0,0,4
"7089",38031010,8,25675.695,183375.861396063,70.999999,0,0,0,1,1,1,0,9
"20782",125406010,10,5697.1274,266630.468368259,65.999999,0,0,1,1,1,1,0,6
"36118",502218010,14,164908.83,73384.4521855361,61.999998,1,1,0,1,1,0,0,8
"4569",24280030,11,422720.66,297519.558525878,70,1,1,0,0,1,0,0,8
"32843",500928020,12,1530.5463,182527.21077286,63.000002,0,0,0,1,1,0,1,4
"33024",501008011,15,1e+05,1,50,1,0,1,0,1,0,0,5
"22016",143885010,9,240.4156,39120.4234360514,60,0,1,0,0,1,0,0,5
"6798",37050010,14,1.0306802,101628.709151976,83.999996,1,1,0,1,1,0,0,6
"14641",71203010,10,1186.9015,45102.2404866741,73.000002,0,0,0,0,1,1,0,6
"44125",909957020,10,1.1869016,168539.988625579,55,0,1,0,1,1,1,0,4
"44967",915739010,13,1.0783433,23421.6179440574,68.000002,1,1,0,0,1,0,0,1
"45307",917854020,13,16175.148,48654.8693310799,56.999998,1,1,0,1,1,0,0,9
"45185",916985010,13,5391.7163,120774.467865078,59.000001,0,1,0,0,0,0,1,7
"43919",908435010,13,2156.6865,248021.178036368,60.999999,1,0,1,0,1,1,0,9
"11431",50606040,8,1.2837847,150336.358852236,59.000001,1,1,0,1,1,0,0,7
"40710",529139010,12,420900.22,320365.089730642,56.999998,0,0,0,1,1,1,0,7
"21714",140874020,9,133430.66,130734.626682222,61.999998,1,1,0,1,1,0,0,7
"31985",500597020,15,375000,206615.931063301,60.999999,1,0,1,1,0,0,0,7
"31331",500364011,8,1.2837847,27729.742400289,55.999999,0,1,0,0,1,1,0,7
"8275",41269010,9,1.202078,62267.6288167558,71.999998,1,1,0,0,1,1,0,9
"22183",145743020,11,77780.602,79962.9785476259,69.000001,1,1,0,1,1,0,0,6
"1960",16619020,11,1.1272551,32915.8491085957,73.000002,0,0,0,0,1,1,0,6
"34654",501653010,11,9581.668,232327.355645358,56.999998,1,1,0,1,1,0,0,8
"11867",51795010,11,1.1272551,1947.89738550444,73.000002,1,0,0,1,1,0,0,4
"45191",917038010,13,7548.4023,80591.0582474832,65,0,0,1,0,1,0,0,4
"9522",45400040,9,324561.06,104753.901950973,80,0,1,0,1,1,0,0,7
"136",10648020,10,6527.9585,40876.9030571106,70,1,1,0,1,0,0,1,7
"43508",906047010,11,1.1272551,169088.332785484,53.000002,1,0,1,1,1,1,0,7
"19656",114057010,8,776689.75,238270.458986997,59.000001,1,1,0,0,1,1,0,8
"14704",71566020,14,4122.7207,71784.7944127669,81.000004,1,1,0,1,1,0,0,7
"21704",140869010,10,1.1869016,39032.4380025205,65,1,1,0,1,1,0,0,8
"5497",32852010,13,10567.764,83825.6600797408,76.999998,1,1,0,0,1,0,0,5
"44740",914233020,14,17006.223,272528.414574149,63.000002,1,1,0,1,1,1,0,8
"30583",500070020,12,49196.129,726615.606836895,60.999999,0,0,1,1,1,1,0,7
"25807",202817020,9,1.202078,37331.7456964454,88.999996,1,0,0,0,1,0,0,2
"43066",903501020,11,11272.551,189895.131021583,56.999998,0,1,0,1,1,1,0,7
"42593",900348020,15,350000,74597.1938517196,58.000002,1,0,1,1,0,1,0,8
"22524",148714010,8,5777.0313,70793.0247748896,59.000001,0,1,0,1,1,0,0,5
"2947",19742040,14,1.0306802,71735.3153882254,75,1,1,0,0,1,0,0,8
"6499",36142020,10,3560.7046,25295.2388077896,75,0,1,0,0,1,0,0,8
"42292",536717010,11,1.1272551,72144.3502390649,55,1,0,1,0,1,1,0,3
"26477",204873010,9,156270.14,133870.396220729,86.000004,1,1,0,0,1,0,0,7
"20850",131765010,9,564976.69,342592.191906567,63.000002,1,1,0,1,1,1,0,8
"23123",155090020,8,11939.198,67506.5465712457,51.999998,0,1,0,1,1,1,0,4
"39072",524629010,14,10.306802,77408.2261753875,63.000002,1,0,1,0,1,1,0,5
"8662",42814010,13,4313.373,74742.3923496418,75,0,0,1,1,1,0,0,7
"28228",210981010,12,103858.5,124192.911008824,86.000004,1,1,0,0,1,0,0,7
"4015",22563021,12,26237.936,206754.894009572,75.999999,1,0,0,1,1,0,0,6
"9936",46686020,10,189904.25,215531.804409194,69.000001,1,1,0,1,1,1,0,5
"8751",43151011,14,5153.4009,92497.3773164783,70,1,0,1,1,1,1,0,7
"8806",43362010,8,1.2837847,18517.3023902648,86.999998,1,0,0,0,0,0,0,5
"33531",501208020,10,14480.198,174474.573910318,59.000001,1,1,0,1,1,1,0,7
"9333",44919010,13,5391.7163,85706.7142201946,85,0,1,0,1,1,0,0,6
"2156",16996010,8,487838.19,358432.781383507,73.000002,1,1,0,1,1,1,0,8
"16613",78747020,14,2061.3604,40493.3642693869,83.000002,0,1,0,0,1,0,0,8
"12570",54113010,9,42072.73,145878.678525756,69.000001,1,1,0,1,1,0,0,6
"37844",521346020,10,237.38031,60664.9057727166,50.999999,0,1,0,1,0,1,0,8
"29435",212474010,13,1.0783433,35455.9233588737,86.000004,0,1,0,0,1,0,0,8
"30642",500088020,10,534105.69,208182.629028175,60.999999,1,0,1,1,1,0,0,7
"29338",212354020,9,1.202078,54814.7476172122,76.999998,1,1,0,1,1,0,0,8
"21382",138171020,11,135270.61,110272.637134676,65,0,0,0,1,1,0,0,1
"33268",501107020,9,1.202078,435238.835932409,58.000002,0,0,1,1,1,1,0,6
"9866",46423010,9,36062.34,34181.9540693886,73.000002,1,1,0,0,1,0,0,10
"20234",120364010,13,53917.16,122068.481975317,69.000001,1,1,0,0,1,1,0,6
"39496",525847010,10,23738.031,580214.678864355,51.999998,0,0,0,1,1,1,0,8
"14459",64887040,9,1.202078,25387.8972928779,60,1,0,0,1,1,0,0,8
"36229",502271011,15,100,93730.2620911577,69.000001,1,1,0,1,1,0,0,3
"29991",213048020,10,14242.818,24260.2578363541,81.999998,0,0,0,0,1,0,0,7
"20664",124562010,12,787138.06,73509.9722930906,68.000002,1,1,0,0,1,0,0,7
"31246",500326010,15,75000,117696.011417015,69.000001,0,0,1,1,1,0,0,10
"32572",500828010,8,1.2837847,27144.3525228829,55.999999,0,1,0,0,0,0,0,8
"5214",31891010,11,338.17651,91821.6806717149,74.000001,1,1,0,1,1,0,0,9
"9380",45081010,14,47411.285,57998.4241707679,81.000004,1,1,0,1,1,0,0,7
"7886",40279040,11,1246744.1,174372.771766509,68.000002,1,0,1,1,1,0,0,6
"27568",207979010,10,35607.047,40636.69510915,88.000002,1,0,0,0,1,0,0,8
"3812",22125010,10,32046.342,29361.5773968622,71.999998,1,1,0,0,1,0,1,8
"37291",502700020,12,389196.06,208812.948133723,60,1,1,0,1,1,1,0,7
"13149",56489010,14,1.0306802,7544.5754367931,81.000004,1,0,0,0,1,0,0,4
"20388",121740010,15,772000,151752.042155523,78.000002,0,1,0,1,1,0,0,8
"25513",201927020,10,1186.9015,28485.64110434,86.999998,1,0,0,0,1,0,0,6
"34470",501588010,9,2404.156,125016.057948119,50.999999,1,0,0,1,1,1,0,9
"2741",18983020,8,641.89233,158110.932455781,70,0,0,0,1,1,1,0,9
"18592",85825010,9,103.37871,16675.2303953339,66.999998,1,0,0,0,1,0,0,3
"35500",501961010,10,1.1869016,83510.4020539658,61.999998,0,1,0,1,1,0,0,5
"2912",19629030,9,90155.852,224461.565306984,65.999999,0,1,0,1,1,0,0,8
"16423",78253040,13,323502.97,198691.124488526,73.000002,1,1,0,1,1,0,1,5
"39477",525788010,12,32906.746,358598.264390935,56.999998,1,0,1,0,1,1,0,7
"14342",63568020,15,1,21479.9958943155,79.000001,0,0,0,0,1,0,0,5
"21756",141058010,8,38513.543,72610.8864066085,63.000002,0,1,0,0,1,0,1,7
"5984",34291020,9,1322.2858,46900.2513025389,75.999999,0,0,0,1,1,0,0,2
"31680",500493010,10,18990.424,2492.49307374083,60.999999,0,1,0,0,1,0,0,6
"3920",22348010,8,2824.3264,34420.8515188992,75,1,1,0,0,1,0,0,4
"35743",502058010,11,1.1272551,1,61.999998,1,0,0,0,1,0,0,4
"45432",918669010,14,3607.3806,127103.509949432,65.999999,1,0,1,0,1,0,0,8
"35086",501812010,8,19.256771,51351.3749459857,56.999998,1,1,0,0,1,1,0,2
"33036",501012010,9,168290.92,420727.405405213,59.000001,0,0,1,1,1,1,0,8
"37329",502713020,9,6010.3901,294509.123682718,55,1,0,1,1,1,1,0,8
"21801",141410010,13,539.17163,84542.1102529154,73.000002,0,1,0,1,1,1,0,7
"7703",39775020,8,2054.0557,103596.297948839,69.000001,1,0,0,1,1,1,0,6
"6593",36408020,10,44995.438,65887.2524488454,76.999998,0,1,0,1,1,0,0,5
"19267",90685020,8,359459.72,453302.035216329,65,0,1,0,1,1,0,1,6
"39511",525862020,12,1.0932473,948292.944746718,58.000002,1,1,0,1,1,1,0,8
"34600",501635010,12,1.0932473,42111.8980677013,64.000001,0,1,0,1,1,0,0,3
"40510",528526010,10,356.07047,52223.6526290093,55.999999,1,1,0,0,1,0,0,7
"4512",24089020,8,6804.0591,146752.039266656,66.999998,0,0,0,0,1,0,0,4
"13022",56076010,9,1.202078,60584.7145424879,70,1,1,0,0,1,0,0,5
"673",12648040,10,213.64227,75961.7085389845,60.999999,0,1,0,0,1,1,0,7
"20418",122005020,9,30051.949,203913.367955916,61.999998,0,1,0,1,1,0,0,7
"12415",53764010,8,24391.91,191787.190784102,65.999999,0,1,0,1,1,0,0,7
"39018",524454010,13,1.0783433,22593.4522658408,61.999998,1,1,0,0,1,1,0,2
"16405",78216010,14,1.0306802,36857.1123234133,78.000002,1,1,0,0,1,0,0,5
"26015",203368010,10,9495.2119,28592.4675598977,98.000002,1,1,0,0,1,0,0,8
"12970",55720010,14,10306.802,89347.5889169639,83.000002,1,1,0,1,1,0,0,10
"43468",905783020,14,1.0306802,28100.4738320245,60,1,0,0,1,1,1,0,4
"45184",916952020,11,1.1272551,148797.733612451,58.000002,0,1,0,1,1,0,1,7
"5993",34319040,14,56687.406,71611.6645406118,69.000001,1,1,0,0,1,1,0,6
"3127",20384010,8,205405.56,76349.2481694597,69.000001,0,0,1,1,1,0,0,8
"36810",502522010,10,23.738031,25456.6548564675,61.999998,0,1,0,1,1,0,0,8
"21443",138721010,8,209256.91,83065.9932935364,64.000001,1,0,0,1,1,0,0,7
"43139",903980010,14,1.0306802,44896.4219134867,59.000001,1,1,0,0,1,0,0,8
"38571",523379010,11,17472.453,37902.8230900165,55.999999,0,1,0,0,1,0,0,6
"26743",205462020,9,16829.092,60325.0976679584,80,1,1,0,0,1,0,0,6
"26226",204111020,9,22839.482,35264.1470571998,81.999998,1,0,0,0,1,0,0,3
"1306",14726010,9,81741.305,399426.555712201,65.999999,0,0,1,1,1,0,0,8
"1073",14092010,14,45349.926,76171.3568050758,83.000002,1,1,0,0,1,0,0,8
"29789",212823020,11,284068.28,42817.6735678125,83.999996,0,1,0,1,1,0,0,9
"18041",84177020,13,5068213,401143.626844575,80,1,1,0,1,1,0,0,9
"5187",31815030,11,225.45102,43944.9040654568,70,1,1,0,0,1,0,0,1
"15212",74243010,13,1.0783433,29374.0686696697,75.999999,1,0,0,0,1,0,0,7
"12317",53139040,13,3436679.8,687894.657580796,68.000002,1,0,1,1,1,0,0,8
"26661",205280010,8,77027.086,114277.415341563,90,1,1,0,0,1,0,0,8
"12575",54114020,11,56362.754,23888.7845011896,75.999999,1,1,0,0,1,0,0,7
"43721",907226010,11,10145.296,63279.5745245306,58.000002,1,1,0,1,1,0,0,5
"1674",15982010,9,7332.6758,162040.047917367,70,0,1,0,1,1,1,0,8
"39225",525063020,10,1.1869016,356070.364753076,55.999999,1,0,1,1,1,0,1,7
"27756",210130020,11,1127.2551,27054.131721657,83.999996,0,1,0,0,1,0,0,6
"38049",521955010,11,5636.2754,271231.215197588,55.999999,1,1,0,1,1,1,0,4
"8841",43494020,8,25.675694,30595.1588768815,69.000001,0,0,0,1,1,0,0,4
"21830",141624010,9,9015.585,264591.867270237,60,1,1,0,1,1,1,0,6
"33766",501298010,8,1.2837847,92802.2112072533,53.000002,1,0,1,1,0,0,0,6
"19786",114717010,15,15000,78048.0153969495,75.999999,0,0,1,0,1,0,0,8
"21521",139708010,12,10932.474,48825.6918062662,68.000002,1,0,1,0,1,0,0,5
"13448",58024020,9,1202.078,49044.7990464088,75.999999,1,0,0,1,1,0,0,7
"25589",202129020,10,727570.63,50457.5637116583,81.999998,1,1,0,0,1,0,0,5
"16229",77772010,12,1.0932473,32797.4047466342,74.000001,0,1,0,1,1,0,0,9
"34941",501748010,9,1.202078,191832.373027364,58.000002,1,1,0,0,1,0,0,9
"35223",501863010,11,1352.7061,191633.431435232,59.000001,0,1,0,1,1,0,1,8
"17833",83573010,8,12837.848,32217.8742996165,70.999999,1,1,0,0,1,0,1,4
"12308",53088040,12,24051.441,41076.9070470046,83.000002,0,1,0,1,1,0,0,8
"36781",502507011,14,1.0306802,51154.7360858386,68.000002,0,1,0,1,1,0,0,8
"17289",81751020,9,96166.242,459545.151143836,69.000001,1,1,0,1,1,0,0,8
"39809",526672010,14,1.0306802,125742.929254429,61.999998,1,1,0,0,1,1,0,7
"17829",83556030,8,1797.2986,146351.479763777,63.000002,0,0,0,1,1,1,0,7
"42633",900571020,13,4313.373,241980.207277401,69.000001,1,0,1,1,0,1,0,6
"45114",916590010,15,75000,202071.963047218,63.000002,0,0,1,1,1,0,1,8
"44991",915938020,15,5000,44000.0071758889,55,1,0,1,1,1,1,0,7
"6646",36668010,8,523784.16,150100.124350064,74.000001,0,1,0,1,1,0,0,8
"20884",131895010,8,641.89233,118282.820131842,60.999999,0,1,0,1,1,0,0,5
"23419",160292010,14,22674.963,71290.1082929789,70.999999,1,0,1,0,1,0,0,8
"31028",500249010,13,18547.504,274080.280832887,63.000002,1,1,0,1,1,1,0,8
"43355",905209010,13,5068.2134,51579.3075460805,65,1,1,0,0,0,0,0,5
"8790",43318010,9,24041.561,54112.7272741799,75.999999,1,0,1,0,1,0,0,8
"24808",187105010,11,1.1272551,34223.4770983255,70,1,1,0,0,1,0,0,3
"35400",501928020,13,89737.563,592126.900409746,65,0,0,1,1,1,1,0,9
"38993",524411010,12,1.0932473,43082.6870575121,58.000002,0,0,0,1,1,0,0,5
"43458",905776010,11,1.1272551,27054.131721657,61.999998,0,1,0,0,1,1,0,6
"35555",501981010,10,71214.094,239355.228827009,56.999998,0,1,0,0,1,0,0,6
"42345",536931010,10,67653.391,367939.509810505,58.000002,1,1,0,1,1,1,0,8
"35581",501993010,14,463806.06,76187.8484754286,65.999999,1,1,0,0,1,0,0,8
"1174",14307010,8,130946.04,113342.801792017,71.999998,0,0,1,0,1,0,0,7
"6890",37404010,11,4509.0205,72288.6349658509,74.000001,0,0,0,0,0,0,0,6
"25308",201292010,9,3137423.5,408751.30664601,83.999996,0,0,1,1,1,0,0,8
"37306",502706021,13,1.0783433,1906.51165175835,60,0,0,0,0,0,0,0,4
"34971",501762010,11,1.1272551,56362.7496013971,53.000002,1,1,0,1,1,1,0,5
"7192",38516020,14,55656.727,63489.874258524,78.000002,1,1,0,0,1,0,0,9
"32174",500672020,9,84145.461,310136.191546987,55.999999,0,0,1,1,1,1,0,8
"38949",524289020,15,1,98500.0437298711,64.000001,1,1,0,0,1,0,0,6
"24224",180319010,8,1.2837847,50406.5341254984,59.000001,1,0,0,1,1,0,0,4
"32244",500701020,12,4199.1631,132256.638126803,63.000002,1,1,0,1,1,1,0,5
"17961",83976021,10,237.38031,24440.6719372883,63.000002,1,1,0,0,1,0,0,5
"17517",82440011,10,5934.5078,117345.324488116,69.000001,1,1,0,1,1,0,0,7
"42964",902837010,10,5934.5078,115993.474603474,58.000002,0,1,0,0,0,0,0,8
"24140",178823010,12,387064.13,42111.8980677013,69.000001,0,1,0,0,1,0,0,7
"40513",528535010,11,1.1272551,33817.665540173,54.000001,1,1,0,0,1,1,0,5
"28432",211276020,9,1.202078,120739.112931923,83.999996,0,1,0,1,1,0,0,7
"20633",124310010,13,280369.25,185518.152315474,70,1,1,0,1,1,0,0,7
"254",11347030,10,284856.38,146852.980548426,83.999996,0,0,1,1,1,0,0,6
"5113",31450010,10,1.1869016,37715.0005415035,70.999999,0,1,0,0,1,0,0,7
"14575",65929020,14,1.0306802,54419.9287195014,76.999998,1,0,0,1,1,0,0,8
"7307",38776010,9,1.202078,82558.7318820876,70.999999,1,1,0,1,1,0,0,6
"10204",47578020,12,65594.836,100690.224734776,76.999998,0,1,0,1,1,0,0,7
"2767",19053010,9,1.202078,68133.7927767108,70.999999,0,1,0,1,1,0,0,5
"44351",911392010,15,1,25535.9952586205,60.999999,0,0,0,0,1,0,0,4
"17595",82742040,14,324664.25,1332050.53962155,55,1,0,1,1,1,1,0,8
"4090",22738020,10,486629.63,122488.291087029,71.999998,1,1,0,1,1,0,0,9
"30317",213391020,14,1.0306802,17933.8287787409,65,1,0,0,0,1,0,0,5
"44066",909557020,13,53377.988,12940.1239912797,65,0,1,0,1,1,0,0,8
"676",12653040,8,1.2837847,235702.806479022,63.000002,0,1,0,1,1,1,0,6
"29936",212975010,14,1.0306802,24625.0108386635,91.000004,1,0,0,0,1,0,0,8
"15223",74260040,8,143912.27,287126.034857231,61.999998,1,0,1,1,1,0,0,8
"35699",502043010,15,40000,118791.978863759,65,1,1,0,1,1,0,0,7
"2383",17715020,13,32350.297,69876.6382896984,80,1,0,0,1,1,0,0,8
"36620",502441010,8,1.2837847,76472.4731310806,58.000002,1,0,1,0,1,1,0,4
"35473",501948011,15,6e+05,584400.19546797,60.999999,1,1,0,1,1,0,0,9
"8318",41364020,13,183318.34,117461.767815055,83.000002,0,1,0,1,1,0,0,9
"16243",77814010,9,324561.06,27984.3811464496,70,1,0,1,0,1,0,0,6
"45604",919793020,11,72144.328,223532.319071043,55.999999,1,0,1,1,1,0,0,10
"34895",501736010,11,56.362755,40581.1983100834,60,1,1,0,0,1,1,0,5
"15724",76203010,13,2156.6865,44992.776799213,76.999998,0,1,0,0,1,0,0,6
"34305",501527020,14,1.0306802,265642.396981612,64.000001,0,1,0,1,1,0,0,4
"9905",46569040,13,5391.7163,113873.041048049,70,0,1,0,1,1,0,0,8
"30300",213381020,11,3381.7651,86573.2195655463,81.000004,1,0,1,1,1,0,0,9
"36886",502557010,14,1.0306802,38934.957988783,65.999999,1,1,0,0,1,0,0,4
"7772",39965010,10,29672.539,199784.046430126,73.000002,0,1,0,1,1,0,0,7
"18866",86724020,9,1.202078,106424.746118678,65.999999,1,0,0,1,1,0,1,6
"42385",537171020,11,621117.56,500311.805238975,56.999998,0,1,0,1,1,0,1,8
"7056",37942010,13,113226.04,194964.449323886,76.999998,0,1,0,1,1,0,0,7
"33436",501177010,11,1.1272551,5410.82618162363,60,0,1,0,0,0,0,0,3
"9445",45217010,13,107834.32,26633.9850726205,79.000001,1,1,0,0,1,0,0,8
"13234",56955011,13,1.0783433,46795.5716122969,65,1,1,0,1,1,0,0,8
"12976",55721020,8,3851.3542,91414.6936588134,69.000001,0,1,0,1,1,0,0,7
"40935",529856010,13,4313.373,29322.3177282367,61.999998,0,1,0,0,1,0,0,6
"33065",501025010,13,12940.119,72059.2233606226,64.000001,1,1,0,0,1,0,0,5
"43016",903218010,11,47344.711,110471.049904953,55.999999,1,0,1,0,0,0,0,5
"24901",190870020,8,1.2837847,147892.028182036,53.000002,0,1,0,1,1,1,0,5
"15185",73982010,14,695908,155550.28146842,81.000004,0,1,0,0,1,0,0,4
"10064",47192020,13,1.0783433,106661.084466449,83.999996,0,0,0,1,1,0,0,6
"34717",501671020,8,57770.313,262796.06863718,54.000001,0,0,1,1,1,1,0,7
"15671",76013010,8,64189.234,155594.642741093,69.000001,0,1,0,1,1,0,0,8
"22633",149632020,14,824544.13,232321.151918489,75.999999,0,1,0,1,1,1,0,9
"4289",23401040,15,165000,62904.0006270764,73.000002,1,1,0,1,1,0,0,4
"24977",200285020,10,597011.5,91704.7643502561,86.000004,1,1,0,0,1,0,0,6
"34952",501749011,8,147635.25,280152.637244991,56.999998,0,0,1,1,1,1,0,4
