"","hhidpn","wave","tot_finw","income","age","female","hi_school","college","married","if_child","empl","selfempl","socladder"
"4233",23186040,14,36073.805,689162.613761121,74.000001,1,0,1,1,1,0,1,9
"40611",528884010,14,4122.7207,92967.3276743901,60,0,1,0,1,1,0,0,7
"27384",207383011,10,3382.6694,111245.889704401,86.999998,1,1,0,0,1,0,0,5
"19905",116424010,8,6418.9238,350935.342794381,59.000001,0,1,0,0,1,1,0,6
"41581",533489010,11,22545.102,70791.6070058069,63.000002,0,0,1,1,1,0,1,8
"40727",529172010,15,2690000,571999.909207228,65,0,0,1,1,1,0,1,8
"31421",500394010,8,1.2837847,33596.6328944661,54.000001,1,1,0,0,1,0,1,8
"34329",501536010,13,1078.3433,3882.03715025073,61.999998,1,1,0,1,0,0,0,5
"38645",523566010,10,11869.016,99754.3179912704,53.000002,0,1,0,0,1,1,0,6
"31981",500597010,13,474471.03,355422.027586562,63.000002,0,0,1,1,0,1,0,8
"39117",524720010,12,4017.6838,39800.7655529557,54.000001,1,1,0,0,1,1,0,3
"2910",19629020,11,90180.406,1017009.92469327,73.000002,1,1,0,1,1,0,0,9
"19737",114446010,8,496824.69,436692.363693017,60,0,0,1,1,0,0,1,9
"18122",84326030,12,190225.03,183919.144991575,69.000001,1,1,0,1,1,1,0,8
"37848",521352020,10,94952.125,191803.286881101,54.000001,0,1,0,1,1,1,0,8
"9500",45378010,9,9616.624,102397.860083795,75.999999,1,0,1,0,0,0,0,6
"35740",502055010,9,1.202078,240415.587882852,55,0,0,1,0,1,1,0,5
"22991",153375010,10,1.1869016,148799.436477118,65,1,1,0,1,1,1,0,6
"2955",19759020,9,1562.7014,29022.9642596323,70,1,0,0,0,1,0,0,1
"6407",35857010,10,35607.047,105738.631325954,78.000002,0,1,0,0,0,1,0,6
"13675",59359040,9,1.202078,33624.5194755088,63.000002,1,0,0,1,1,0,0,4
"33035",501010010,8,2054.0557,315903.414442223,53.000002,1,1,0,1,1,1,0,3
"9215",44602020,11,113852.77,27027.0801838775,76.999998,1,0,0,0,1,0,0,4
"9410",45133020,13,8356.082,59265.7651298387,75.999999,0,0,0,1,1,0,0,6
"19229",88262010,9,1.202078,15146.1785779255,70.999999,0,0,0,1,1,0,0,7
"25049",200481020,9,240.4156,42536.2346752239,80,1,1,0,0,1,0,0,7
"30394",500002010,13,4852.5444,149665.446052701,61.999998,1,1,0,1,1,1,0,7
"5492",32846030,9,218778.2,308741.532898209,65,0,0,1,1,1,1,0,7
"20156",119819010,10,106821.14,1002124.37049097,61.999998,1,0,1,1,1,0,1,9
"41113",530775020,15,1,84023.9915517422,55,1,0,1,0,1,1,0,6
"42210",536358010,10,10919.494,176876.855499431,50.999999,1,1,0,0,0,1,0,7
"40881",529595010,15,1,44999.9859972671,61.999998,1,1,0,0,0,1,0,5
"7263",38615020,12,1.0932473,73414.6218632821,76.999998,0,1,0,1,1,0,0,3
"21853",141840020,14,12368.162,220977.817921174,68.000002,1,0,1,1,1,0,0,6
"25757",202644020,9,14424.936,38447.2740157728,86.000004,1,1,0,0,1,0,0,7
"22441",147681010,10,1.1869016,104390.394588014,66.999998,1,0,0,1,1,1,0,6
"5363",32372010,8,82162.219,175349.653097259,70.999999,0,1,0,1,1,0,0,5
"34229",501496010,13,5391.7163,231326.274000973,65,1,0,1,1,1,1,0,7
"42767",901438010,13,88424.141,175411.8723766,63.000002,0,0,1,1,1,0,1,7
"13785",60082010,9,1.202078,34819.0550377422,73.000002,1,0,0,0,1,0,0,4
"13817",60232040,12,13118.968,50665.4364073261,83.000002,1,0,0,0,1,1,0,2
"45273",917585020,15,3800,62400.0153768427,70.999999,0,1,0,1,1,0,0,4
"15528",75624010,11,1.1272551,26540.0942097037,76.999998,0,1,0,0,1,0,0,7
"25364",201458010,14,226749.63,70861.3138284411,96.000004,0,0,1,0,1,0,0,4
"256",11368010,9,73326.758,69210.8360542818,75.999999,0,1,0,1,1,0,0,8
"27121",206329011,10,1.1869016,28115.3242345726,79.000001,1,0,0,0,1,0,0,4
"34581",501629020,8,1.2837847,141216.356847155,54.000001,1,0,0,1,1,0,1,6
"38273",522554010,13,21566.865,209220.186819589,58.000002,0,0,1,1,1,1,0,7
"421",12010020,8,4786327.5,199899.159044486,65.999999,0,0,1,1,1,0,1,10
"12135",52541040,11,11272.551,95717.4848212413,65,1,1,0,1,1,0,0,2
"18513",85577030,12,1.0932473,33217.224214712,71.999998,1,1,0,0,1,0,0,6
"16028",77122041,15,100,48167.9779942498,50.999999,0,1,0,0,1,0,0,7
"17216",81445011,10,59345.078,103963.087901712,78.000002,0,0,0,0,1,0,0,7
"30438",500014010,13,18331.834,230420.462863446,63.000002,1,1,0,1,1,1,0,8
"7945",40435020,8,1.2837847,95451.9455601119,66.999998,0,1,0,1,1,1,0,6
"39155",524825010,13,1078.3433,528388.218846021,59.000001,1,1,0,1,1,1,0,9
"31248",500326020,11,84544.133,553617.259115601,60.999999,1,1,0,1,1,0,0,7
"13288",57227020,14,1.0306802,29708.3340106006,80,1,1,0,1,1,0,0,5
"34824",501707020,12,120257.2,370925.744377438,64.000001,0,0,1,1,1,1,0,8
"7327",38876010,13,10783.433,40045.3495598263,79.000001,0,1,0,1,1,0,0,8
"45409",918529010,12,1.0932473,43729.8931467837,59.000001,1,1,0,0,1,1,0,7
"30913",500206010,10,1.1869016,66502.1164078083,59.000001,0,1,0,0,1,0,1,7
"41042",530414010,13,10783.433,51760.4961622903,58.000002,1,0,0,0,1,1,0,8
"35950",502150020,10,2373.803,204170.810094558,60,1,1,0,1,1,1,0,8
"21691",140753010,9,28849.871,102417.00209776,64.000001,0,1,0,1,1,0,0,5
"36132",502223020,12,7652.7314,201170.359301441,60.999999,0,1,0,1,0,1,0,6
"14686",71483020,9,48083.121,94242.869510541,75.999999,1,1,0,1,1,0,0,8
"40291",527884011,11,33817.652,133106.317194074,68.000002,0,0,1,0,1,1,0,9
"40306",527913010,12,616.59149,19678.4520299532,55.999999,1,1,0,0,1,1,0,3
"21596",140156010,14,39165.844,313862.61104425,71.999998,0,1,0,1,1,1,0,8
"32708",500879020,14,773010.13,329405.484448025,69.000001,1,0,1,1,1,0,0,7
"12449",53828030,9,2524.3638,135825.224163325,65,1,1,0,1,1,0,0,8
"14039",60723010,9,30051.949,122371.532833282,70.999999,0,1,0,1,1,0,0,6
"38441",523032010,11,33817.652,135270.66267598,55.999999,1,1,0,1,1,1,0,6
"25516",201928020,10,83083.109,111891.631087598,80,1,1,0,1,1,0,1,7
"29719",212733020,8,173310.94,141740.131868993,76.999998,1,1,0,1,1,0,0,7
"37184",502657020,8,102702.78,17972.986099275,54.000001,1,1,0,1,1,0,0,8
"21331",137576011,8,7060.8159,234983.922763625,60,0,1,0,0,0,1,0,8
"42000",535319010,15,124000,71360.0337606063,65.999999,1,0,1,0,0,0,0,8
"34147",501463020,14,4501303.5,177376.016525451,65,1,1,0,1,1,1,0,7
"5109",31408010,12,770739.38,537877.913384042,81.000004,0,0,1,1,1,0,0,9
"35425",501935011,9,16829.092,565226.472301441,61.999998,0,1,0,1,1,1,0,8
"1131",14214010,13,1078.3433,25880.2356911913,75.999999,1,1,0,0,1,0,0,6
"34874",501724010,12,983.92261,45260.4605389524,65,1,1,0,0,1,1,0,5
"32644",500858010,10,1.1869016,15645.7291713995,60,1,0,0,0,1,0,0,7
"35044",501789010,9,2404.156,91357.9571934151,60,1,1,0,0,1,1,0,8
"3477",21302010,9,4808.312,193044.17429127,69.000001,0,0,0,0,1,0,0,5
"9916",46614010,12,122443.7,161109.656356328,71.999998,1,1,0,0,1,0,0,7
"10589",48604020,9,2404.156,65216.2222097043,75.999999,0,1,0,1,1,0,0,7
"15769",76438020,10,153110.3,94372.9213095064,73.000002,1,1,0,1,1,0,0,7
"29267",212279010,10,161418.61,161423.39957884,83.999996,1,1,0,1,1,0,0,8
"4719",24978010,12,93472.648,130893.563312973,73.000002,1,1,0,1,1,0,0,7
"13496",58260010,8,645588.31,26538.3984532649,73.000002,1,1,0,0,1,0,0,8
"13899",60360020,11,338176.53,61575.1822656992,73.000002,1,0,0,1,1,0,0,7
"1682",15986040,9,1.202078,438772.952472984,63.000002,1,0,0,1,1,0,1,4
"37",10106010,13,382811.84,168350.912893607,85,0,0,1,1,1,0,0,9
"9865",46394011,12,65594.836,527382.364722074,50.999999,1,0,1,1,1,1,0,8
"34591",501632010,10,1.1869016,108425.819356743,53.000002,1,1,0,1,1,0,1,7
"38540",523303020,11,1.1272551,172341.596156886,54.000001,0,1,0,1,1,0,0,5
"16119",77489010,11,10708.923,76254.2871995578,75.999999,1,1,0,0,1,0,0,7
"43531",906147010,14,1.0306802,17538.0503485884,60.999999,1,1,0,0,1,0,0,2
"18044",84180030,11,101452.95,136379.848083827,65.999999,1,1,0,1,1,1,0,7
"14504",65428020,9,1.202078,100945.688494577,71.999998,1,1,0,1,1,1,0,6
"44590",912969010,12,1.0932473,27785.9688112957,63.000002,1,1,0,0,1,0,0,2
"33453",501181020,14,1.0306802,80504.3326888224,69.000001,0,1,0,1,1,0,0,6
"44956",915640020,15,1,112802.01405243,70,1,1,0,1,1,0,0,7
"23246",157567010,11,563627.56,291959.013230572,66.999998,1,0,1,1,1,0,0,8
"19462",111939010,12,32797.418,184006.689903984,68.000002,0,1,0,0,1,1,0,7
"44708",913977020,10,1.1869016,35607.0523155187,50.999999,1,0,1,1,1,0,1,8
"44774",914429010,10,9495.2119,359868.593070644,54.000001,0,0,1,1,1,1,0,8
"15485",75513010,9,13222.858,155846.955954641,66.999998,1,0,1,1,1,0,0,3
"13220",56754010,14,1.0306802,23450.0249697997,81.000004,0,0,0,1,1,0,0,2
"15788",76509010,9,272871.72,107706.15573471,66.999998,1,1,0,0,1,0,0,8
"39873",526844011,13,118617.76,442120.67759342,61.999998,1,0,1,1,1,0,0,8
"30638",500088010,10,534105.69,208182.629028175,61.999998,0,0,1,1,1,0,0,8
"27831",210333010,15,1,142127.934710561,93.999996,0,0,1,1,1,0,0,7
"13516",58466010,11,1.1272551,49157.3228862296,70.999999,1,1,0,1,1,0,0,7
"33870",501344010,9,1.202078,113009.719889645,55,0,1,0,1,1,0,0,6
"34677",501661020,15,17000,101607.970240711,69.000001,1,0,1,1,1,0,0,7
"39580",526053020,12,7106.1074,229713.08952844,50.999999,0,0,1,1,1,1,0,7
"29054",211996010,14,1.0306802,33702.9822381962,93.999996,1,0,1,0,1,0,0,9
"19650",114031010,12,154147.88,106919.56235312,66.999998,0,1,0,1,1,1,0,7
"43953",908694020,13,64700.594,90580.8091580403,56.999998,1,1,0,1,1,1,0,7
"9505",45397040,10,830.83105,104304.912344176,63.000002,1,1,0,0,1,1,0,6
"45550",919540010,13,6470.0596,183447.75151322,65,1,1,0,1,1,1,0,6
"33628",501244020,13,1.0783433,288349.069084899,63.000002,1,1,0,1,1,1,0,8
"2921",19662010,12,1.0932473,34765.2696336186,81.999998,1,1,0,0,1,0,0,4
"9491",45354011,10,1.1869016,220051.451556236,69.000001,0,1,0,1,1,0,1,7
"45103",916562010,14,100285.18,82479.1700258639,63.000002,1,1,0,0,1,1,0,4
"28694",211523010,14,3092.0405,70176.8260482136,86.999998,1,1,0,1,1,0,0,6
"15832",76624020,9,1.202078,271477.318379452,71.999998,1,1,0,1,1,1,0,8
"27260",206834020,14,505033.28,64438.1146180608,93.999996,1,0,1,0,1,0,0,7
"34806",501698010,15,1,21600.0027900095,66.999998,1,1,0,0,1,0,0,1
"41000",530101010,12,1.0932473,89484.4532795311,65,0,1,0,1,1,0,0,5
"43642",906770010,15,1,246000.018759916,65,0,1,0,1,1,1,0,6
"31795",500540010,15,1,23303.9993771389,70,1,0,0,0,1,0,0,6
"22052",144305010,9,25844.678,93521.6838075098,63.000002,0,1,0,1,1,0,0,6
"490",12232040,14,2061.3604,50709.4735286901,74.000001,1,1,0,1,1,0,0,3
"17212",81443020,12,1.0932473,83961.4321331437,80,1,1,0,1,1,0,0,6
"1558",15593020,9,270467.56,108244.705473932,75,1,1,0,1,1,0,0,8
"20455",122278010,12,1.0932473,139375.874432137,66.999998,1,1,0,1,1,0,0,7
"11133",50173010,11,3269.0398,74903.8729513974,71.999998,0,1,0,1,1,0,0,7
"45478",918975010,12,1.0932473,23010.6761958708,59.000001,1,1,0,0,1,0,0,10
"8278",41283010,13,16175.148,45833.9106283356,80,1,1,0,0,1,0,0,8
"36762",502502020,8,350473.22,656013.804336614,56.999998,0,0,1,1,1,1,0,8
"19549",113083020,15,69500,881860.199413386,65.999999,1,0,1,0,1,0,1,7
"42288",536684010,13,64700.594,444450.023928296,55.999999,0,0,1,1,1,1,0,8
"8487",42005010,11,74398.836,169004.823220488,79.000001,0,0,1,1,1,0,1,8
"1539",15543010,15,555000,112351.954077128,88.000002,1,1,0,0,1,0,0,8
"5649",33190010,14,9276.1211,85241.3497228922,80,1,1,0,0,1,0,0,7
"41839",534666020,14,1.0306802,71263.2582701258,60.999999,1,0,1,1,1,0,0,2
"11329",50403020,14,159755.42,129622.516019914,78.000002,0,1,0,0,1,0,0,5
"34271",501515020,13,25880.238,118617.755195123,63.000002,0,1,0,1,1,1,0,7
"13279",57130040,9,1.202078,71884.2661929077,78.000002,1,1,0,1,1,0,0,7
"5444",32669020,8,1.2837847,59382.7643170058,65,0,0,0,1,1,0,0,7
"4071",22648031,13,5391.7163,71947.0892563829,58.000002,0,1,0,0,1,1,0,4
"2475",18100010,12,1.0932473,36733.1024410557,74.000001,0,0,0,0,1,0,0,6
"34780",501689010,13,129401.19,339030.94467668,64.000001,1,1,0,1,1,0,0,6
"23622",171981010,13,1.0783433,31780.938510298,73.000002,1,1,0,0,1,0,0,5
"29318",212309010,13,1100988.4,291530.261852001,86.000004,1,0,1,0,1,0,0,6
"11726",51381010,14,104614.03,59944.359286873,81.999998,1,1,0,0,1,0,0,5
"6564",36245010,10,129372.27,406822.386864742,76.999998,1,1,0,0,1,0,0,7
"27967",210548010,12,327.97421,44604.5097384353,86.000004,1,1,0,0,1,0,0,9
"3324",20899010,11,1.1272551,24646.2967549455,75.999999,0,0,0,0,1,0,0,5
"34296",501523020,8,105270.34,95513.5928155275,58.000002,0,1,0,1,1,0,0,5
"29124",212084010,15,47000,47928.0079623396,90,1,1,0,0,1,0,0,4
"951",13813010,15,1,98399.9578116516,81.000004,1,1,0,0,1,0,0,5
"18840",86621020,9,607049.38,566045.330589668,70.999999,1,1,0,1,1,0,0,8
"16914",79955010,9,48083.121,50006.4456156861,75.999999,1,1,0,0,1,0,0,4
"2990",19976010,8,103473.05,53795.7154395827,70,1,1,0,1,1,0,0,6
"37391",502744010,12,1.0932473,35303.1463690066,65,0,1,0,0,1,0,0,6
"35153",501833011,10,1.1869016,129362.80859046,54.000001,1,0,1,1,1,1,0,8
"18282",84648040,8,91148.719,131613.557463326,58.000002,1,0,1,1,1,0,0,7
"18029",84164010,9,1.202078,94723.7658670421,66.999998,0,0,1,1,1,0,1,7
"21503",139506020,8,3215.8806,103796.555439754,55,0,1,0,1,1,1,0,6
"33417",501170010,10,2373.803,304084.250404847,56.999998,1,1,0,1,1,1,0,5
"8356",41474020,11,90180.406,191299.644715948,75,1,1,0,1,1,0,0,5
"4283",23401010,11,11272.551,100560.19396953,76.999998,0,1,0,1,1,0,0,5
"20378",121734010,10,502652.81,92454.8687233856,63.000002,1,1,0,1,1,0,0,6
"29081",212031020,10,5758.8462,29140.8086184543,81.999998,1,1,0,0,1,0,0,7
"9441",45213030,14,2576.7004,66788.0621061575,70,1,1,0,0,1,0,0,9
"30031",213105010,9,300519.5,342108.985360678,76.999998,1,1,0,0,1,0,0,7
"15993",77000010,9,5890.1821,155952.814484697,65.999999,1,0,1,0,1,0,0,8
"4562",24249030,9,4688.104,49592.9292021478,80,0,0,0,1,1,0,0,4
"17490",82390040,11,1.1272551,17990.9925071946,66.999998,1,0,0,1,1,0,0,7
"8378",41590040,10,2373.803,121063.91471988,59.000001,0,1,0,0,1,1,0,5
"3169",20527010,14,16490.883,80838.3034181857,78.000002,0,0,1,1,1,0,0,7
"24473",183748010,12,13337.617,187024.01491007,70,0,1,0,1,1,0,0,6
"35076",501803020,10,5934.5078,45130.7239826222,59.000001,0,0,0,1,1,0,0,4
"9558",45445010,15,82000,73567.9716433192,80,1,1,0,0,1,0,0,6
"11375",50528020,8,720739.88,109173.09050738,66.999998,0,1,0,1,1,0,0,5
"35232",501866010,12,1.0932473,10932.4732450508,65,1,0,0,0,1,1,0,2
"13228",56853010,11,1.1272551,60689.6147015527,70,1,1,0,0,1,0,0,7
"43366",905258010,12,10932.474,174919.573253458,60,1,0,1,0,1,1,0,7
"5188",31824010,12,62315.098,59035.3291105268,74.000001,0,1,0,0,1,0,0,7
"42479",537626010,11,45090.203,145731.563004628,54.000001,0,1,0,1,1,1,0,6
"40890",529631010,12,1.0932473,56848.8680857713,55,0,1,0,0,1,1,0,9
"3446",21206010,8,8986.4932,161951.987797829,64.000001,1,0,0,1,1,0,0,7
"25424",201651020,10,568525.81,176610.874048418,68.000002,1,1,0,0,1,0,0,6
"6224",35260020,10,1899.0425,146302.219264404,69.000001,1,1,0,1,1,0,0,5
"35894",502129010,8,86398.711,119689.770017086,56.999998,0,0,1,1,1,0,0,7
"966",13817011,9,36062.34,259879.595656135,61.999998,1,1,0,0,1,0,0,8
"38517",523244020,13,37742.012,485513.447711438,61.999998,1,1,0,1,1,0,0,7
"16779",79450010,13,1.0783433,56936.5475650354,76.999998,0,0,0,1,1,0,0,7
"22514",148656020,8,15.405416,113229.793810074,63.000002,0,0,0,1,1,0,0,6
"41689",533999010,13,43133.73,72395.6397366779,59.000001,1,1,0,0,1,1,0,3
"9643",45699010,14,3406891.3,535229.372870361,81.000004,0,0,1,1,0,0,0,8
"1245",14458030,11,281813.78,204709.510041375,65,1,0,1,1,1,0,0,8
"6201",35167020,11,1.1272551,105592.211959994,79.000001,1,1,0,1,1,0,0,7
"27234",206746020,8,468581.44,117081.180736297,86.000004,1,1,0,1,1,0,0,6
"12627",54289030,9,10818.702,140220.065081715,61.999998,1,1,0,1,1,0,0,6
"28061",210731020,13,211124.5,50130.0194147932,91.999998,1,1,0,0,1,0,0,8
"17647",82909040,14,1546.0203,182885.976141371,65,1,1,0,1,1,0,1,6
"15731",76226010,9,1.202078,43274.8254855478,66.999998,1,0,0,1,1,0,0,8
"15184",73982010,12,306109.25,133498.631283446,76.999998,0,1,0,0,1,0,0,5
"90",10458030,14,10306.802,281994.151175258,74.000001,1,0,1,1,1,0,0,8
"17924",83902010,9,24041.561,69028.1129405317,70.999999,0,1,0,1,1,0,0,6
"9857",46384020,11,1.1272551,23649.8186402625,73.000002,1,0,0,0,1,0,0,3
"2161",16996020,14,195829.23,42966.9777962705,86.000004,0,1,0,0,1,0,1,6
"38370",522819020,10,23738.031,168093.744752637,55,1,0,1,1,1,1,0,6
"3690",21791030,14,34012.445,79110.8617582431,75,1,1,0,1,1,0,0,8
"42844",901982010,15,275000,109707.988931064,71.999998,1,0,1,0,0,0,0,8
"20490",122520010,9,104580.79,132353.541264338,70,0,1,0,1,1,0,0,7
"6862",37253020,9,6010.3901,94935.296725779,71.999998,0,1,0,1,1,1,0,9
"6970",37602020,9,1.202078,73569.5853383734,68.000002,1,0,0,1,1,1,0,7
"13569",58850010,10,2017.7325,27118.3228182139,79.000001,0,0,0,0,1,0,0,3
"8280",41309010,9,420727.31,97398.7300386177,70.999999,0,1,0,1,1,0,0,7
"20020",117587020,8,12837.848,270365.034647383,58.000002,0,0,1,1,1,0,1,5
"19619",113856010,12,295176.78,200134.16394505,66.999998,1,0,1,0,0,1,0,9
"9340",44959010,9,1.202078,19560.2210078082,74.000001,0,0,0,0,1,0,0,5
"40098",527368010,13,1.0783433,84110.7386076974,56.999998,0,0,1,1,1,1,0,5
"20982",133149020,12,230675.19,87057.4778912154,70.999999,0,1,0,1,1,0,0,8
"1218",14433020,12,6559.4839,12795.369258718,83.000002,0,0,0,0,1,0,0,5
"7086",38017010,12,185852.05,99536.6059107764,81.000004,0,0,1,1,1,0,0,7
"43210",904290010,11,1.1272551,19528.5720114347,60.999999,1,0,0,0,0,0,0,7
"29651",212682010,13,361244.97,206195.669459644,88.000002,0,0,1,1,1,0,0,9
"23592",171504020,13,1.0783433,74793.8741593313,81.000004,0,0,0,1,1,0,0,8
"27644",208756020,9,48083.121,132738.31979177,76.999998,1,0,1,1,1,0,0,8
"967",13817011,11,1194890.4,82055.1159531757,65.999999,1,1,0,0,1,0,0,6
"5293",32185040,8,73175.727,231387.17035465,55.999999,1,1,0,1,1,1,0,7
"22197",145787010,14,66994.211,337955.979884367,73.000002,0,1,0,0,1,0,0,8
"2121",16935010,9,1.202078,160405.349955844,75,1,1,0,0,1,0,0,6
"17986",84052010,15,250000,160650.295927211,81.000004,0,1,0,0,1,0,0,8
"19951",116776020,10,13055.917,125669.081581861,63.000002,1,1,0,1,1,0,0,4
"34612",501639010,14,6854.0229,72807.2593631169,65.999999,0,1,0,0,1,0,0,4
"20262",120990020,12,54662.367,160856.032771379,60.999999,1,1,0,1,1,0,1,7
"9145",44391010,8,1.2837847,80498.4212374604,65,1,1,0,0,1,1,0,8
"38679",523750020,12,218.64946,191580.622263165,58.000002,0,1,0,1,1,0,1,7
"41023",530239020,10,1.1869016,137680.517917548,58.000002,0,0,1,0,0,0,0,7
"17193",81342040,13,16175.148,182283.151752692,70.999999,1,0,1,1,1,1,0,6
"8379",41590040,12,1093.2473,91832.8024784946,63.000002,0,1,0,0,1,1,0,4
"14975",73111010,11,1.1272551,156913.870643876,75,0,1,0,1,1,0,0,7
"21571",139864020,11,527555.38,352470.176008988,65,1,0,1,1,1,1,0,8
"6614",36491030,11,95816.68,269188.49885123,63.000002,1,1,0,1,1,1,0,6
"27282",206942020,13,1.0783433,23783.9440938992,90,1,0,0,0,1,0,0,7
"5413",32480010,11,1059619.8,111372.848542901,73.000002,0,0,1,1,1,0,0,7
"1440",15225020,12,3877748.3,627078.122025988,76.999998,1,1,0,1,1,0,0,9
"45563",919593010,10,2373.803,265865.933625573,54.000001,0,0,1,0,1,1,0,7
"253",11347030,8,308108.34,145879.0958886,80,0,0,1,1,1,0,0,8
"4353",23639010,10,1.1869016,22774.2600144787,69.000001,0,1,0,0,1,0,0,6
"45261",917532010,14,721.47607,43709.0877637448,60.999999,1,1,0,0,1,0,0,8
"32586",500834010,10,118690.16,413991.377675673,50,1,0,1,1,1,1,0,6
"27417",207476020,10,4747.606,47490.3106534329,83.000002,1,1,0,0,1,0,0,8
"27985",210575020,9,1010947.6,761636.958246384,81.999998,1,1,0,1,1,0,0,7
"7670",39626010,14,4122.7207,49101.6140661163,81.999998,1,1,0,0,1,0,0,8
"29823",212851010,11,2818.1377,36306.6376669248,88.000002,0,1,0,0,1,0,0,5
"15482",75500020,8,1540.5416,24648.6708278415,73.000002,1,1,0,0,1,0,0,9
"9237",44677040,13,3558.5327,29296.4345490103,65,1,0,0,0,1,0,0,6
"8698",42887030,11,1.1272551,82433.8753063001,70,1,0,1,0,1,0,0,6
"30453",500018010,11,54108.242,149474.022106572,60.999999,1,1,0,0,1,1,0,5
"12367",53376020,8,3851.3542,21567.583139428,73.000002,1,1,0,0,1,0,0,6
"22922",152556020,12,109.32473,104243.356779849,63.000002,1,1,0,1,1,0,0,7
"37328",502713010,9,6010.3901,294509.123682718,55,0,0,1,1,1,1,0,4
"18640",85992040,9,222384.44,175503.4015793,65.999999,1,1,0,1,1,1,0,9
"29150",212115010,12,25144.689,58772.9904993058,90,0,1,0,1,1,0,0,8
"43908",908352010,14,990337.63,382106.479098718,63.000002,1,0,1,1,1,0,0,9
"30934",500219010,12,1.0932473,34411.0706767493,63.000002,0,0,0,0,0,0,0,2
"9588",45565010,12,7652.7314,142340.762060203,74.000001,0,1,0,1,1,0,0,4
"14494",65250010,11,1.1272551,29515.0325690859,70.999999,1,1,0,0,1,0,0,7
"24207",179938010,11,394539.28,105844.76846714,69.000001,1,0,1,1,1,1,0,6
"4332",23529010,12,109324.73,61217.663593634,75.999999,0,1,0,1,1,0,0,7
"32740",500892020,11,50839.203,221945.33373812,60.999999,1,1,0,1,1,0,1,4
"7621",39538030,13,1.0783433,93634.6655606291,70,1,1,0,1,1,1,0,5
"32797",500913010,9,1.202078,36146.3684317521,55,1,1,0,0,1,0,0,9
"8201",41119020,13,107834.32,118186.412631188,81.999998,1,1,0,1,1,0,0,8
"21199",135936012,12,21864.947,116321.483318774,60.999999,1,0,1,0,1,1,0,7
"35040",501788010,10,106821.14,170942.377048023,56.999998,1,0,1,1,1,1,0,7
"41064",530486020,12,64501.594,171071.377171409,56.999998,1,1,0,1,0,1,0,4
"23340",158851010,8,51351.391,66507.7611484353,61.999998,1,0,1,0,1,0,0,4
"17133",81111030,8,27216.236,109386.214609638,75.999999,0,1,0,1,1,0,0,8
"14448",64866020,8,56486.527,70864.8955855562,66.999998,1,0,0,1,1,0,0,3
"15363",74715040,8,80878.438,561938.215657177,63.000002,1,1,0,1,1,0,0,9
"43193",904165010,12,1.0932473,71638.3042344338,55.999999,1,1,0,1,1,0,0,3
"40046",527209010,14,34527.785,474112.785159225,61.999998,1,0,1,1,1,1,0,5
"20650",124479010,14,5153.4009,111313.491061474,70.999999,0,1,0,0,1,0,0,8
"6622",36495041,12,44167.191,188790.758836638,60.999999,0,1,0,1,1,1,0,7
"21683",140736020,8,1.2837847,74202.7651052668,56.999998,1,1,0,1,1,0,1,6
"11115",50152031,11,2830.5374,61904.3185298851,78.000002,0,1,0,1,1,1,0,7
"6396",35845040,9,7212.4678,102782.459240476,86.999998,1,0,1,0,0,0,0,6
"17180",81287040,15,704500,75000.0131926484,90,1,1,0,0,1,0,0,8
"8250",41229010,10,7952.2402,160350.44152383,76.999998,0,1,0,1,1,0,1,8
"9205",44598010,13,353696.56,235786.215991309,75,0,1,0,1,1,0,0,6
